item_id,strat_category,agreement_bin,swap_direction,name_swapped,gendered_swapped,invariance_class,needs_review,justification,text,swapped
200702,ideological_inequality,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@Tumi_Mogola Culture when it favours you????? ,our culture says a woman must clean and cook for a husband but now yhoo!!!you go against the Culture cz doesn't favour you and hire someone to cook for your husband,  we leaving in a different generation.","@Tumi_Mogola Culture when it favours you????? ,our culture says a man must clean and cook for a wife but now yhoo!!!you go against the Culture cz doesn't favour you and hire someone to cook for your wife,  we leaving in a different generation."
202116,ideological_inequality,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@autcareandshare My cousin had bad pnd. My auntie was so glad when I drove up and spoke to her. Just normalising it helped,@autcareandshare My cousin had bad pnd. My auntie was so glad when I drove up and spoke to his. Just normalising it helped
202069,ideological_inequality,mixed,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@ShineboxHukster @MrAndyNgo Exactly. The socially constructed larger and stronger entity (I feel terrible even making those assessments, but phallogocentrism compels me to do so) was led to the indelicate handling of his/zher’s partner by hidden systems of oppression.","@ShineboxHukster @MrAndyNgo Exactly. The socially constructed larger and stronger entity (I feel terrible even making those assessments, but phallogocentrism compels me to do so) was led to the indelicate handling of her/zher’s partner by hidden systems of oppression."
201977,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"""protect women/children"" in conservative jargon = controlling every aspect about women/children by the patriarchy.""I'm doing it for the good of you"" no thanks, would you kindly fuck off","""protect men/children"" in conservative jargon = controlling every aspect about men/children by the patriarchy.""I'm doing it for the good of you"" no thanks, would you kindly fuck off"
400476,ideological_inequality,high,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@ScubaMySteve If you ask Cenk as a hypothetical if that kind of thinking was used to justify atrocities he would yell ""OF COOOOOURSE"" with 0 self reflection","@ScubaMySteve If you ask Cenk as a hypothetical if that kind of thinking was used to justify atrocities she would yell ""OF COOOOOURSE"" with 0 self reflection"
400272,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@OgeOhanusi @Las_h_ley @A_Abby_Abi @jayythedope They aren't, because when a woman is financially stable she believes she doesn't need a man.","@OgeOhanusi @Las_h_ley @A_Abby_Abi @jayythedope They aren't, because when a man is financially stable he believes he doesn't need a woman."
201161,ideological_inequality,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@ladygaga_chart 1. Chromatica I2. Alice3. Free Woman4. Plastic Doll5. Replay6. Stupid Love,@ladygaga_chart 1. Chromatica I2. Alice3. Free Man4. Plastic Doll5. Replay6. Stupid Love
202612,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"Over the summer I spoke at a women’s wellness event about the Superwoman Syndrome that we as Black women succumb to over and over. The theme of my speech, “I’m Not Your Superwoman.” This year I encourage all women to let that exhausting role go! https://t.co/t6ISEFFvww","Over the summer I spoke at a men’s wellness event about the Superwoman Syndrome that we as Black men succumb to over and over. The theme of my speech, “I’m Not Your Superwoman.” This year I encourage all men to let that exhausting role go! https://t.co/t6ISEFFvww"
201094,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@tami_klomp @SAVAKMA @HillelNeuer @zerohedge @UN_HRC Educate Now would probably be a better name for those feminists with their unshaven armpits IMHO.The US constitution speaks of citizens (and in some cases non-citizens). No distinction between men and women. Women like you just love to victimise themselves.,@tami_klomp @SAVAKMA @HillelNeuer @zerohedge @UN_HRC Educate Now would probably be a better name for those feminists with their unshaven armpits IMHO.The US constitution speaks of citizens (and in some cases non-citizens). No distinction between women and men. Men like you just love to victimise themselves.
201966,ideological_inequality,mixed,M2F,True,False,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@CarrieCnh12 Or even just... can we get stories about older people in here?One of the things I genuinely loved about the first John Wick was that it was ""grizzled older Keanu story""Why can't we just have ""older female assassin who is fucking sick of the patriarchy"" story?","@CarrieCnh12 Or even just... can we get stories about older people in here?One of the things I genuinely loved about the first Mary Wick was that it was ""grizzled older Keanu story""Why can't we just have ""older female assassin who is fucking sick of the patriarchy"" story?"
200926,ideological_inequality,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),There still a lot of work needed to be done in STEM fields when it comes to how we conduct ourselves as men towards women. This article is spot on.  https://t.co/CtxrydogK9,There still a lot of work needed to be done in STEM fields when it comes to how we conduct ourselves as women towards men. This article is spot on.  https://t.co/CtxrydogK9
203106,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@DailyStuffMag This is so gross. Royalty or not women shouldn't have to put up with this shit. Its humiliating.,@DailyStuffMag This is so gross. Royalty or not men shouldn't have to put up with this shit. Its humiliating.
202141,ideological_inequality,high,F2M,True,False,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,Ain’t no way 😂😂😭 if I’m pregnant call me Mary 💀 Bc ain’t no way 😂 https://t.co/1Aqm9YUtOQ,Ain’t no way 😂😂😭 if I’m pregnant call me John 💀 Bc ain’t no way 😂 https://t.co/1Aqm9YUtOQ
201779,ideological_inequality,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,Why are you as a man liking sad quotes? What else bothers you other than misandry,Why are you as a woman liking sad quotes? What else bothers you other than misandry
400468,ideological_inequality,mixed,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"women shouldn’t have to share their trauma stories for you to feel empathy for the way they’re feeling today. stand with them, we deserve a choice. juntas si podemos ❤️","men shouldn’t have to share their trauma stories for you to feel empathy for the way they’re feeling today. stand with them, we deserve a choice. juntas si podemos ❤️"
201583,ideological_inequality,high,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"Army laddish culture comment a mistake, Gen Sir Nick Carter says https://t.co/yovOkkbpkv","Army laddish culture comment a mistake, Gen Madam Nick Carter says https://t.co/yovOkkbpkv"
203058,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@h8kye Women don’t know what the fuck they want lmao they start to get butterflies when they see other couples on Instagram and don’t see themselves living an average life. That’s a woman’s nightmare,@h8kye Men don’t know what the fuck they want lmao they start to get butterflies when they see other couples on Instagram and don’t see themselves living an average life. That’s a man’s nightmare
201309,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@horseshoebae @nacesflorence Nice Dani horse girl joke,@horseshoebae @nacesflorence Nice Dani horse boy joke
200914,stereotyping_dominance,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@Maladroithe @EricMGarcia @RottenInDenmark Oh yeah, it’s hand-in-hand with their commitment to gender essentialism - women are dainty and feminine and eager to support their husband &amp; his needs. A “real man” doesn’t like anyone too fat, too androgynous, or too demanding, so how can you blame them if they stray?","@Maladroithe @EricMGarcia @RottenInDenmark Oh yeah, it’s hand-in-hand with their commitment to gender essentialism - men are dainty and feminine and eager to support their wife &amp; her needs. A “real woman” doesn’t like anyone too fat, too androgynous, or too demanding, so how can you blame them if they stray?"
200030,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Anita as an asset? Damn I should've considered that. Her vs gamergate was one big spectacle https://t.co/x2k5KDnUt2,Anita as an asset? Damn I should've considered that. His vs gamergate was one big spectacle https://t.co/x2k5KDnUt2
200576,stereotyping_dominance,high,M2F,True,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,“Pope John XXII’s canonization of Thomas in 1323 seem[s] more like the canonization of a library than of a man.” https://t.co/HJ2Ddi5kqT,“Pope Mary XXII’s canonization of Laura in 1323 seem[s] more like the canonization of a library than of a woman.” https://t.co/HJ2Ddi5kqT
203230,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@bonheurchasse A wise woman once said the wrong one and you look like a prostitute, or worse, a teacher.","@bonheurchasse A wise man once said the wrong one and you look like a prostitute, or worse, a teacher."
202317,stereotyping_dominance,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"My classmate chose ""homosexual"" in the find your valentine site (in college) saying she thought ""homo= homosapiens"", not a sexual identity. Girl😭??","My classmate chose ""homosexual"" in the find your valentine site (in college) saying he thought ""homo= homosapiens"", not a sexual identity. Boy😭??"
202643,stereotyping_dominance,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@nick__nobody @realDeanCool still pumpin’ out the misinformation for the boys’ club,@nick__nobody @realDeanCool still pumpin’ out the misinformation for the girls’ club
200513,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"met this girl at a bar who was fucking beautiful, fucking dime, supermodel hot. went up to her asked her where’s she’s from what she does and she tells me she’s a brain surgeon. call me sexist but i was really impressed. most women can’t pull off sarcasm.","met this boy at a bar who was fucking beautiful, fucking dime, supermodel hot. went up to his asked his where’s he’s from what he does and he tells me he’s a brain surgeon. call me sexist but i was really impressed. most men can’t pull off sarcasm."
201334,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Even girls. I'm girls.  Can't flirt to save my life https://t.co/vTR2FzeC77,Even boys. I'm boys.  Can't flirt to save my life https://t.co/vTR2FzeC77
201142,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Typical liberal left wing media trying to hold sympathy for a woman who is amazing at her job https://t.co/oTtbpJ99O7,Typical liberal left wing media trying to hold sympathy for a man who is amazing at his job https://t.co/oTtbpJ99O7
201635,stereotyping_dominance,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@IAmaLeowoman Not Norman acting like a lady there when he wipe the tears😂😂😂😭😭 https://t.co/NjfFHeBBbQ,@IAmaLeowoman Not Norman acting like a gentleman there when she wipe the tears😂😂😂😭😭 https://t.co/NjfFHeBBbQ
202265,stereotyping_dominance,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@diann_klug @TheBrometheus It would be unfair to expect women to be more affectionate than men. It's also unfair if men receive less affection than women.""Women are naturally more nurturing"" and ""Men naturally have more agency"" cause so many problems. Sexist nonsense.","@diann_klug @TheBrometheus It would be unfair to expect men to be more affectionate than women. It's also unfair if women receive less affection than men.""Men are naturally more nurturing"" and ""Women naturally have more agency"" cause so many problems. Sexist nonsense."
200651,stereotyping_dominance,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@osamun24 please please please pplleeaassee let iruma end up with Ameri. I'll cry if he doesnt. One thing I hate about some manga/anime is when they cock tease the audience too much. In real life people eventually add up together. So give us the resolution! please! xD,@osamun24 please please please pplleeaassee let iruma end up with Ameri. I'll cry if she doesnt. One thing I hate about some manga/anime is when they cock tease the audience too much. In real life people eventually add up together. So give us the resolution! please! xD
200707,stereotyping_dominance,high,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"If you dont want to cook for your husband, don't 👍. We don't care again. Let us know how it plays out","If you dont want to cook for your wife, don't 👍. We don't care again. Let us know how it plays out"
200062,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@_Rian_Stone @bellumjustum @DaveJon48696550 MGTOW's? I thought we were talking about women working construction!,@_Rian_Stone @bellumjustum @DaveJon48696550 MGTOW's? I thought we were talking about men working construction!
203154,stereotyping_dominance,mixed,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"Hell yeah I knew she would ... Come on womyn, show everyone how it's done ..!!and about the naya rishta .. let's see what time brings on #Anupamaa https://t.co/pT3ILLicy5","Hell yeah I knew he would ... Come on womyn, show everyone how it's done ..!!and about the naya rishta .. let's see what time brings on #Anupamaa https://t.co/pT3ILLicy5"
200535,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Call me sexist all you want but no Nation ever succeeds with a woman as the Head. It's just the way it is. They final nail is already in the coffin. https://t.co/ZEEKHu90N6,Call me sexist all you want but no Nation ever succeeds with a man as the Head. It's just the way it is. They final nail is already in the coffin. https://t.co/ZEEKHu90N6
200207,stereotyping_dominance,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@Wandile_evilhun @genmharding Women have always worked, but men do most of the work that represents a town's, city's, county's, state's, nation's infrastructure. We had a day without women march. After that event, those that were cleaning up the waste left behind by the women who participated were all male.","@Wandile_evilhun @genmharding Men have always worked, but women do most of the work that represents a town's, city's, county's, state's, nation's infrastructure. We had a day without men march. After that event, those that were cleaning up the waste left behind by the men who participated were all male."
201337,stereotyping_dominance,mixed,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,lmao i am forced to believe that those girls can’t stand each other 🤔 https://t.co/B7bhLuCGzc,lmao i am forced to believe that those boys can’t stand each other 🤔 https://t.co/B7bhLuCGzc
201006,stereotyping_dominance,high,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@AubryAndrews *read with outrageous lisp*""But you said you liked nice guys! I see you are just a feminazi lesbian who hates men!""","@AubryAndrews *read with outrageous lisp*""But you said you liked nice guys! I see you are just a feminazi lesbian who hates women!"""
201368,stereotyping_dominance,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@puppy_t0y666 at first I read this as ""hes so cute i wanna grab his wallet'","@puppy_t0y666 at first I read this as ""hes so cute i wanna grab her wallet'"
200556,stereotyping_dominance,mixed,MIXED,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"Mirabel = Bisexual (She/They)Isabela = Lesbian (She/Her)Luisa = Straight ally (She/Her)Dolores = Straight ally (She/Her)Camilo = Either gay, pan or omni (also non-binary/genderfluid works) (CANON: He/They)","Mirabel = Bisexual (He/They)Isabela = Lesbian (He/His)Luisa = Straight ally (He/His)Dolores = Straight ally (He/His)Camilo = Either gay, pan or omni (also non-binary/genderfluid works) (CANON: She/They)"
201151,stereotyping_dominance,mixed,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@nickjr I got next😂 blues clues is due for a woman leader,@nickjr I got next😂 blues clues is due for a man leader
202928,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),it’s been overcast on and off rain all day so when we passed this woman driving an open convertible on the road my sister said “this is what happens when you let a frog drive a convertible”,it’s been overcast on and off rain all day so when we passed this man driving an open convertible on the road my brother said “this is what happens when you let a frog drive a convertible”
201638,stereotyping_dominance,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Act like a Lady. Think like a man.,Act like a Gentleman. Think like a woman.
202143,stereotyping_dominance,low,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),I would die for my mans. I’d get his ass pregnant if I could 😮‍💨,I would die for my mans. I’d get her ass pregnant if I could 😮‍💨
200526,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@jayteasee @DrJessTaylor ""Oh c´mon! I affirm this and this about what a woman says. About what a mother does/sholud do. About the implications of that. I am explaining to women what a woman says....but hey, it´s just interpretation if you call me sexist.""Still blind about your #masculinity?Really?","@jayteasee @DrJessTaylor ""Oh c´mon! I affirm this and this about what a man says. About what a father does/sholud do. About the implications of that. I am explaining to men what a man says....but hey, it´s just interpretation if you call me sexist.""Still blind about your #masculinity?Really?"
202939,stereotyping_dominance,mixed,MIXED,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"CHILENO VALLEY: At 6:25 a.m., a business owner overheard a peacock discussing a middle-aged woman driving recklessly in the toilet at the community center. A deputy later arrested a man wearing a surgical mask.","CHILENO VALLEY: At 6:25 a.m., a business owner overheard a peacock discussing a middle-aged man driving recklessly in the toilet at the community center. A deputy later arrested a woman wearing a surgical mask."
400306,stereotyping_dominance,high,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,Part of the experience of being a black man is dealing with the penis envy &amp; gossip mentality of other races of men. We just be chilling &amp; they be hating for no reason. It's definitely something that stays in the back of some of their minds. But men in general get along very well,Part of the experience of being a black woman is dealing with the penis envy &amp; gossip mentality of other races of women. We just be chilling &amp; they be hating for no reason. It's definitely something that stays in the back of some of their minds. But women in general get along very well
203009,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@UteChap ""women can't drive stick""???  Them's fighting words. 😂Currently shopping for a 2nd car &amp; one of my requirements is that it is a manual.","@UteChap ""men can't drive stick""???  Them's fighting words. 😂Currently shopping for a 2nd car &amp; one of my requirements is that it is a manual."
400268,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Most Women who don't like bathing went to girls school.😤,Most Men who don't like bathing went to boys school.😤
202988,stereotyping_dominance,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Gen Z women are developing tics from pandemic isolation and TikTok all over the world  https://t.co/ucLrL7kVgk,Gen Z men are developing tics from pandemic isolation and TikTok all over the world  https://t.co/ucLrL7kVgk
202611,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Superwoman syndrome is one of the hardest things to unlearn as a single mother - much more a black single mother #BlackMotherhoodhttps://t.co/UrNWXYrWkS,Superwoman syndrome is one of the hardest things to unlearn as a single father - much more a black single father #BlackMotherhoodhttps://t.co/UrNWXYrWkS
200054,stereotyping_dominance,mixed,MIXED,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,this poor waiter being harassed by six 30-something women i feel bad for him,this poor waitress being harassed by six 30-something men i feel bad for him
200515,stereotyping_dominance,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@SamMMAFanBronx Same here. Call me sexist but I hate betting on women’s fights. I’ll never bet on any of them.,@SamMMAFanBronx Same here. Call me sexist but I hate betting on men’s fights. I’ll never bet on any of them.
400273,stereotyping_dominance,high,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,I need a MAN with this type of ENERGY ‼️#JuicyThroatXperience 🤤👅💦 https://t.co/RUL3kMsiXv,I need a WOMAN with this type of ENERGY ‼️#JuicyThroatXperience 🤤👅💦 https://t.co/RUL3kMsiXv
201348,stereotyping_dominance,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@BarstoolPAT the women were really stupid on that doc.  it's fairly obvious they had gold digger tendencies and he took massive advantage of that and only did 5 months, LOL.","@BarstoolPAT the men were really stupid on that doc.  it's fairly obvious they had gold digger tendencies and she took massive advantage of that and only did 5 months, LOL."
201674,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@bds28 @c_difiore @OGsHeadband1 @ScotiabankArena @Raptors @MLSEPR @the_raptor Most women love practicality, but that still doesn't mean that every woman attending the game has pants with enough pocket space to carry necessities.  But keep mansplaining about women's clothing.  🙄","@bds28 @c_difiore @OGsHeadband1 @ScotiabankArena @Raptors @MLSEPR @the_raptor Most men love practicality, but that still doesn't mean that every man attending the game has pants with enough pocket space to carry necessities.  But keep mansplaining about men's clothing.  🙄"
200531,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@TorontoTeacherX Okay then make or female. Mostly woman known for opening mouth about stuff they shouldnt. I'm a woman to. Yes you can call me sexist though.,@TorontoTeacherX Okay then make or female. Mostly man known for opening mouth about stuff they shouldnt. I'm a man to. Yes you can call me sexist though.
202778,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),done being an independent lady who wants me as their trophy wife?,done being an independent gentleman who wants me as their trophy husband?
400449,stereotyping_dominance,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@CrossrdsCMG Yeah, women are getting just as bad. I've noticed it anyway, I'm sorry people are sending you stuff like that, it can be so gross!","@CrossrdsCMG Yeah, men are getting just as bad. I've noticed it anyway, I'm sorry people are sending you stuff like that, it can be so gross!"
200376,stereotyping_dominance,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@ggreenwald ""Whose side are you on?"" is a great way for Manning to admit she is partisan binary thinking fraud.  It's not like MSNBC was knocking at your door, they were off spinning a dipshit Russian conspiracy theory while democrats were dangling withdrawal of troops = Putin wins.","@ggreenwald ""Whose side are you on?"" is a great way for Manning to admit he is partisan binary thinking fraud.  It's not like MSNBC was knocking at your door, they were off spinning a dipshit Russian conspiracy theory while democrats were dangling withdrawal of troops = Putin wins."
400242,stereotyping_dominance,mixed,MIXED,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"Stop ✋🏾 Don’t lie to these people. Ladies, don’t let this man trick you out of the greatest organs of your life 🙄 cause  what? https://t.co/secSDVvFKz","Stop ✋🏾 Don’t lie to these people. Gentlemen, don’t let this woman trick you out of the greatest organs of your life 🙄 cause  what? https://t.co/secSDVvFKz"
201053,stereotyping_dominance,mixed,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),This might fall into the Taylor Swift flavour of feminism but I can’t help but feel like if Al Pacino said he wrote a dense character analysis for one of his main roles ppl wouldn’t have doubted him,This might fall into the Taylor Swift flavour of feminism but I can’t help but feel like if Al Pacino said she wrote a dense character analysis for one of her main roles ppl wouldn’t have doubted him
201625,stereotyping_dominance,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@jordannorth1 @Channel4 Dude looks like a lady! 🎶 absolutely classic film 🎥,@jordannorth1 @Channel4 Dude looks like a gentleman! 🎶 absolutely classic film 🎥
203019,stereotyping_dominance,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@homecurator @whyyousesaythat Same reason why some women can’t realize that some men are out of their league,@homecurator @whyyousesaythat Same reason why some men can’t realize that some women are out of their league
400441,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"An unarmed Black woman driving a car with a ""broken tail light"" is more dangerous than a white supremacist terrorist who murdered 10 people.","An unarmed Black man driving a car with a ""broken tail light"" is more dangerous than a white supremacist terrorist who murdered 10 people."
201629,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@Toluspinnn Not a fan of excessive sweetness also.. Can't be smelling like a lady. Problem with those Blue perfs you mentioned is that they have mostly being reformulated after thier release making latter batches weaker or with less projection.,@Toluspinnn Not a fan of excessive sweetness also.. Can't be smelling like a gentleman. Problem with those Blue perfs you mentioned is that they have mostly being reformulated after thier release making latter batches weaker or with less projection.
400410,stereotyping_dominance,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,On today’s Women’s Sport Show on @BBCRadioLondon with @ejrainfordbrent 1-2pm✨🏎@catierallye1 on @ExtremeELive success🏆@michellegatting’s all female team in @24hoursoflemans📖A catch up with @MissBPritchard author of @NoPointsBook🌹@Liv_Tchine in the Vitality Roses squad…,On today’s Men’s Sport Show on @BBCRadioLondon with @ejrainfordbrent 1-2pm✨🏎@catierallye1 on @ExtremeELive success🏆@michellegatting’s all female team in @24hoursoflemans📖A catch up with @MissBPritchard author of @NoPointsBook🌹@Liv_Tchine in the Vitality Roses squad…
400455,stereotyping_dominance,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@DouthatNYT Men less likely to find a spouse, bc women don't have to rely on men for life's basics, less likely to father kids bc women only need sperm to get pregnant, &amp; not the man who provides it, less likely to participate in the workforce bc, what? they're too busy pouting?","@DouthatNYT Women less likely to find a spouse, bc men don't have to rely on women for life's basics, less likely to mother kids bc men only need sperm to get pregnant, &amp; not the woman who provides it, less likely to participate in the workforce bc, what? they're too busy pouting?"
400271,stereotyping_dominance,mixed,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@jcollie @thevivafrei @ewarren I don’t need a man to tell me what to stand up for, thank you.","@jcollie @thevivafrei @ewarren I don’t need a woman to tell me what to stand up for, thank you."
200452,stereotyping_dominance,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@HedonistHuston @greentexts_bot But honestly you have to be pretty stupid to see this whole relationship and only blame the mother, twice as fucking dumb to blame all women.","@HedonistHuston @greentexts_bot But honestly you have to be pretty stupid to see this whole relationship and only blame the father, twice as fucking dumb to blame all men."
203110,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@sapphicgaze me, tweeting from a burner: women shouldn’t have muscles it makes me so angry please don’t draw anyone from rwby beefy with insane muscles that would make me so mad especially yang or blake i repeat women belong in the kitchen not the gym especially yang or blake","@sapphicgaze me, tweeting from a burner: men shouldn’t have muscles it makes me so angry please don’t draw anyone from rwby beefy with insane muscles that would make me so mad especially yang or blake i repeat men belong in the kitchen not the gym especially yang or blake"
203046,stereotyping_dominance,mixed,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,How is it that so many women don’t know the difference between woman and women?,How is it that so many men don’t know the difference between man and men?
202001,stereotyping_dominance,mixed,MIXED,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"wealth independent of that from the groom's family, so that she is not financially dependent on them. However this was due to the patrilocal nature of marriages, where the daughter was expected to leave her own home and lived with the husband's family. Dowry also existed because","wealth independent of that from the bride's family, so that he is not financially dependent on them. However this was due to the patrilocal nature of marriages, where the son was expected to leave his own home and lived with the wife's family. Dowry also existed because"
201664,stereotyping_dominance,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@thestephaniewat It’s also mansplaining to tell a heroic health care worker her mask isn’t good enough. Or to act as if your field / your contribution to pandemic response is the only thing that matters whilst condescending toward someone like Dr Kuppalli who actually does work that saves lives.,@thestephaniewat It’s also mansplaining to tell a heroic health care worker his mask isn’t good enough. Or to act as if your field / your contribution to pandemic response is the only thing that matters whilst condescending toward someone like Dr Kuppalli who actually does work that saves lives.
400459,stereotyping_dominance,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"My handmaiden relatives, alums of @TCSchools, are posting claptrap on FB. These young women don't know how to drive, have never worked, are subservient to their ""headships,"" and endanger their children in homes filled with AR-15s. Because Jesus, y'all. https://t.co/s6dg413Jsc","My handmaiden relatives, alums of @TCSchools, are posting claptrap on FB. These young men don't know how to drive, have never worked, are subservient to their ""headships,"" and endanger their children in homes filled with AR-15s. Because Jesus, y'all. https://t.co/s6dg413Jsc"
