item_id,strat_category,agreement_bin,gold_1_1,gold_1_3,original,swapped,name_swapped,gendered_swapped,female_source,male_source,unswappable,author_review,review_reasons,n_swapped_tokens,rule_class,rule_reason,needs_adjudication,invariance_class,justification
201046,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",Trying to lie to myself that I can afford to go to a luxury spa for a weekend and I can’t even believe the lie because every website is painfully white. I know black women deserve luxury can be a shallow feminism but can I get one picture?? 😩,Trying to lie to myself that I can afford to go to a luxury spa for a weekend and I can’t even believe the lie because every website is painfully white. I know black men deserve luxury can be a shallow feminism but can I get one picture?? 😩,False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200582,stereotyping_dominance,high,"{""not_sexist"": 0.8333333333333334, ""sexist"": 0.16666666666666666}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",@Blackindiaink @bigdogXVI @Amaliajaja @21funnygirl61 @melyssapatterso @IsaPromises Just remember to apply a thin layer and buff with a different cloth. They come out *chefs kiss*,@Blackindiaink @bigdogXVI @Amaliajaja @21funnygirl61 @melyssapatterso @IsaPromises Just remember to apply a thin layer and buff with a different cloth. They come out *chefs kiss*,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
202031,stereotyping_dominance,high,"{""not_sexist"": 0.8333333333333334, ""sexist"": 0.16666666666666666}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",In Affleck’s Palace and they’re playing Crass over the speakers. The Penis Envy album.,In Affleck’s Palace and they’re playing Crass over the speakers. The Penis Envy album.,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
400354,stereotyping_dominance,high,"{""not_sexist"": 0.8333333333333334, ""sexist"": 0.16666666666666666}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","@percybvths it’s something i’ve noticed the entire series, not only in regards to sexuality. they portray this dreamlike idea of the 80s and even though there’s monsters and gore it’s still a romanticised version of the 80s with the attempt to make it prettier than it was.","@percybvths it’s something i’ve noticed the entire series, not only in regards to sexuality. they portray this dreamlike idea of the 80s and even though there’s monsters and gore it’s still a romanticised version of the 80s with the attempt to make it prettier than it was.",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200291,stereotyping_dominance,high,"{""not_sexist"": 0.0, ""sexist"": 1.0}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.8333333333333334, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",&gt;one of the only female racers in the show&gt;needs another woman to help her drive as good as a man&gt;loses control of the car for no real reason https://t.co/uadpW343mu,&gt;one of the only female racers in the show&gt;needs another man to help his drive as good as a woman&gt;loses control of the car for no real reason https://t.co/uadpW343mu,False,True,True,True,False,True,ambiguous 'her' -> 'his' (POS heuristic),3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200407,stereotyping_dominance,high,"{""not_sexist"": 0.0, ""sexist"": 1.0}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.5, ""objectification"": 0.5, ""sexual_violence"": 0.5, ""misogyny_non_sexual_violence"": 0.5}","Very verbal too like holy fuck called me a slut, whore, bitch, faggot, good girl, and kept telling me how soft my mouth was and stuff along those lines","Very verbal too like holy fuck called me a slut, whore, bitch, faggot, good boy, and kept telling me how soft my mouth was and stuff along those lines",False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200628,stereotyping_dominance,high,"{""not_sexist"": 0.0, ""sexist"": 1.0}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.5, ""objectification"": 0.5, ""sexual_violence"": 0.5, ""misogyny_non_sexual_violence"": 0.0}","@LondonPfg Wow, and I thought ""the cock carousel"" was a recent metaphor","@LondonPfg Wow, and I thought ""the cock carousel"" was a recent metaphor",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
201143,stereotyping_dominance,high,"{""not_sexist"": 0.16666666666666663, ""sexist"": 0.8333333333333334}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.6666666666666666, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",It's sad how men are encouraged to have baby mamas out there yet most of them don't take responsibility and if they do it's only about the child's fees and medical.Very few do itMen again are encouraged not to love or care for a woman with a baby dady. https://t.co/USl4s0RQid,It's sad how women are encouraged to have baby mamas out there yet most of them don't take responsibility and if they do it's only about the child's fees and medical.Very few do itMen again are encouraged not to love or care for a man with a baby dady. https://t.co/USl4s0RQid,False,True,True,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
203117,stereotyping_dominance,high,"{""not_sexist"": 0.16666666666666663, ""sexist"": 0.8333333333333334}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.3333333333333333}",@realitytvhooked Well it’s a juvenile insult and something grown women shouldn’t resort to. People only use it when they’re losing the argument anyway.,@realitytvhooked Well it’s a juvenile insult and something grown men shouldn’t resort to. People only use it when they’re losing the argument anyway.,False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
400092,stereotyping_dominance,high,"{""not_sexist"": 0.0, ""sexist"": 1.0}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.5, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.5, ""misogyny_non_sexual_violence"": 0.3333333333333333}","@black_bullshit That’s what she takes issue with in Top Gun? A woman having &amp; enjoying sex with a young &amp; hot fighter pilot? She, an author, does not possess the imagination that fucking 1986 Tom Cruise pre-Xenu would be an overall good for Charlie? Like those degrees will cock block Charlie? https://t.co/DWc5c0jwpr","@black_bullshit That’s what he takes issue with in Top Gun? A man having &amp; enjoying sex with a young &amp; hot fighter pilot? He, an author, does not possess the imagination that fucking 1986 Tom Cruise pre-Xenu would be an overall good for Charlie? Like those degrees will cock block Charlie? https://t.co/DWc5c0jwpr",False,True,True,False,False,False,,3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202599,stereotyping_dominance,high,"{""not_sexist"": 0.8333333333333334, ""sexist"": 0.16666666666666666}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@DeonMumple @HadiJudy @JoyAnnReid Tell us you're stupid without telling us you're stupid.,@DeonMumple @HadiJudy @JoyAnnReid Tell us you're stupid without telling us you're stupid.,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
400119,stereotyping_dominance,high,"{""not_sexist"": 0.16666666666666663, ""sexist"": 0.8333333333333334}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.8333333333333334, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",I'm trying to fit the dumb blonde stereotype thank you,I'm trying to fit the dumb blonde stereotype thank you,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200640,stereotyping_dominance,high,"{""not_sexist"": 0.0, ""sexist"": 1.0}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.6666666666666666, ""objectification"": 0.6666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.3333333333333333}","When a woman says she's had her fun and she's ready to get serious with someone, it really means, ""I'm ready to get off the cock carousel and find a beta provider.”","When a man says he's had his fun and he's ready to get serious with someone, it really means, ""I'm ready to get off the cock carousel and find a beta provider.”",False,True,True,False,False,True,ambiguous 'her' -> 'his' (POS heuristic),4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202779,stereotyping_dominance,high,"{""not_sexist"": 0.0, ""sexist"": 1.0}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.6666666666666666, ""objectification"": 0.5, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.3333333333333333}",@brightstrangely @Rebel77Angel @Seamusismycat @MarianaLorca @coaxialcreature @PurrveyorOfCats @CassandraCmplex @ChaiTeaNoTaiChi @1CaptainAuTiSm1 @goody_kate @witchyisbak @fear_the_kitten @AugustaAndarta @forevershallon @KatieK1977 @altipepper @DwindlingGravy @PReconciliatio1 @MeowmeowPhd @SammySammyStagg @ilovepreserves @BornWithOvaries @weskerjtk @manimalian @alandriscoll @IamCassieCurtis @Vampyr_Hunter @babychops1 @JaneQuaife @MyladyGrace @NPutzo @DatCatDer @Tarsiuslariang @vindaloo_vixen @seamus No you're a woman who married for money so you can stay home all day doing nothing  aka  trophy wife,@brightstrangely @Rebel77Angel @Seamusismycat @MarianaLorca @coaxialcreature @PurrveyorOfCats @CassandraCmplex @ChaiTeaNoTaiChi @1CaptainAuTiSm1 @goody_kate @witchyisbak @fear_the_kitten @AugustaAndarta @forevershallon @KatieK1977 @altipepper @DwindlingGravy @PReconciliatio1 @MeowmeowPhd @SammySammyStagg @ilovepreserves @BornWithOvaries @weskerjtk @manimalian @alandriscoll @IamCassieCurtis @Vampyr_Hunter @babychops1 @JaneQuaife @MyladyGrace @NPutzo @DatCatDer @Tarsiuslariang @vindaloo_vixen @seamus No you're a man who married for money so you can stay home all day doing nothing  aka  trophy husband,False,True,True,False,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
400249,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.6666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@Tindola @Fewbrix @PacheduZW @drjaytee87 @begottensun @PatsonDzamara Kuda is dangerous not sure why he is a darling of CCC he is like a woman that one. Ane guhwa,@Tindola @Fewbrix @PacheduZW @drjaytee87 @begottensun @PatsonDzamara Kuda is dangerous not sure why she is a darling of CCC she is like a man that one. Ane guhwa,False,True,True,True,False,False,,3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202028,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.5, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.0}","@DavidBe53174057 it's penis envy, tradies' insecurity. utes &amp; bigotry to feel better","@DavidBe53174057 it's penis envy, tradies' insecurity. utes &amp; bigotry to feel better",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
201334,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",Even girls. I'm girls.  Can't flirt to save my life https://t.co/vTR2FzeC77,Even boys. I'm boys.  Can't flirt to save my life https://t.co/vTR2FzeC77,False,True,True,False,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
201315,stereotyping_dominance,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@pageeofwandss Are you aware she looks exactly like a girl from my past 🤔,@pageeofwandss Are you aware he looks exactly like a boy from my past 🤔,False,True,True,False,False,False,,2,INVARIANT,majority not-sexist; label stays not-sexist under swap,False,,
400106,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.6666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",@janetadefabi @ChelseaFC Just go cook for your husband and shut up...Everyone makes mistakes....How quickly people forget . Just the other day he had a fantastic UCL run and assisted Havertz in the Ucl final...you showered praises on him didn't you??,@janetadefabi @ChelseaFC Just go cook for your wife and shut up...Everyone makes mistakes....How quickly people forget . Just the other day she had a fantastic UCL run and assisted Havertz in the Ucl final...you showered praises on him didn't you??,False,True,False,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200205,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","@mzrsd @BotForEquality A Day Without Women, sounds like a great idea.","@mzrsd @BotForEquality A Day Without Men, sounds like a great idea.",False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200687,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.16666666666666666}","@Bnovak11 @CBCSask We do share similar experiences, namely violence &amp; sexual abuse. Do you recall the consciousness-raising groups in the 1960s that were part of the feminist movement? I have so much respect for FN women. It's very bad on many reserves. Their collective strength awes &amp; humbles me.","@Bnovak11 @CBCSask We do share similar experiences, namely violence &amp; sexual abuse. Do you recall the consciousness-raising groups in the 1960s that were part of the feminist movement? I have so much respect for FN men. It's very bad on many reserves. Their collective strength awes &amp; humbles me.",False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
400299,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.5, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",GC ideology in a nutshell. Patrilineal inheritance of peerages is grossly misogynist. It's literally a system that puts men before women. It's also transphobic in that it counts trans women as men.But the GC's problem is that a trans woman might get the peerage. https://t.co/oURmTBrrs8,GC ideology in a nutshell. Patrilineal inheritance of peerages is grossly misogynist. It's literally a system that puts women before men. It's also transphobic in that it counts trans men as women.But the GC's problem is that a trans man might get the peerage. https://t.co/oURmTBrrs8,False,True,True,True,False,False,,5,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
400336,stereotyping_dominance,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","That's rich coming from representatives of a country full of history of armed repression against unarmed protestors (in nutshell, human rights violations). These guys think still East India Company is ruling India (hence trade issue) https://t.co/8mc9s579Sn","That's rich coming from representatives of a country full of history of armed repression against unarmed protestors (in nutshell, human rights violations). These guys think still East India Company is ruling India (hence trade issue) https://t.co/8mc9s579Sn",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
201358,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.5, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@KarlousM you never know when a gold digger might approach 🤣🤣,@KarlousM you never know when a gold digger might approach 🤣🤣,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
201942,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.0}","@lolfarxh If she agrees with that sentiment &amp; feels in her heart that’s what she needs to do to feel modest &amp; to stop the mass sexualization of women through patriarchal societies that’s ok,but this post doesn’t make sense lol.","@lolfarxh If he agrees with that sentiment &amp; feels in his heart that’s what he needs to do to feel modest &amp; to stop the mass sexualization of men through patriarchal societies that’s ok,but this post doesn’t make sense lol.",False,True,True,False,False,True,ambiguous 'her' -> 'his' (POS heuristic),4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202739,stereotyping_dominance,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.6666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",i wonder how much of this regression in today's women is due to the fact that women still have to pull a double shift because men have absolutely refused to pull their weight in the domestic sphere. and instead of putting any blame on men these women just revert back to this. https://t.co/4sn1uu7IlW,i wonder how much of this regression in today's men is due to the fact that men still have to pull a double shift because women have absolutely refused to pull their weight in the domestic sphere. and instead of putting any blame on women these men just revert back to this. https://t.co/4sn1uu7IlW,False,True,True,True,False,False,,5,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200945,stereotyping_dominance,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@poppy_haze @gatorneiljr @cybersygh Hey I'm one of those and while I have nothing but love for femboys it's certainly not a term I'd use to describe myself. Also please be mindful of accepting the exoticization of third genders by cissexist anthropologists uncritically. https://t.co/uI8tOv5CmD,@poppy_haze @gatorneiljr @cybersygh Hey I'm one of those and while I have nothing but love for femboys it's certainly not a term I'd use to describe myself. Also please be mindful of accepting the exoticization of third genders by cissexist anthropologists uncritically. https://t.co/uI8tOv5CmD,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
202281,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.16666666666666666}","@banville_morgan @KyllikkiRytova It’s also a good opportunity to talk about how communities fill institutional gaps by disruptive uses of comm networks. Examples I use are the Cajun Navy, whisper networks for sexual harassment, etc.","@banville_morgan @KyllikkiRytova It’s also a good opportunity to talk about how communities fill institutional gaps by disruptive uses of comm networks. Examples I use are the Cajun Navy, whisper networks for sexual harassment, etc.",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200244,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","@Stanikzaiii @natiqmalikzada Even without TTP the women have many problems. I feel pity for this girl as she can only speak English but unable to see the discrimination, patriarchy, misogyny and androcentrism. She needs sensitization program.","@Stanikzaiii @natiqmalikzada Even without TTP the men have many problems. I feel pity for this boy as he can only speak English but unable to see the discrimination, patriarchy, misogyny and androcentrism. He needs sensitization program.",False,True,True,False,False,False,,4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200089,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.3333333333333333}","@BonfireBlaze Why am I still like 'wow, guys STILL publicly say this shit in 2022'??? Clearly there's some small glimmer of hope in me that needs to be quashed immediately. Queue the notallmen brigade🙄","@BonfireBlaze Why am I still like 'wow, guys STILL publicly say this shit in 2022'??? Clearly there's some small glimmer of hope in me that needs to be quashed immediately. Queue the notallmen brigade🙄",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
202767,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",why cant i just be a rich crazy cat woman and also a trophy wife😫,why cant i just be a rich crazy cat man and also a trophy husband😫,False,True,True,False,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
201806,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","@kiwinerd My dad always taught me a lot of household stuff (changing outlets, putting up lights, etc) because “no daughter of mine will ever need a man to help her do this stuff.” I appreciate everything I know so much!","@kiwinerd My mom always taught me a lot of household stuff (changing outlets, putting up lights, etc) because “no son of mine will ever need a woman to help him do this stuff.” I appreciate everything I know so much!",False,True,True,True,False,True,ambiguous 'her' -> 'him' (POS heuristic),4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
201839,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.5, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","@HaliJohnMcPhee They aren't the brightest and didn't get their storm chips yesterday? Probably dumbass males in oversized trucks trying to be macho. (saw one of those a couple hours ago.)*Not all men are dumbass, even if they drive trucks. Just so we are clear*","@HaliJohnMcPhee They aren't the brightest and didn't get their storm chips yesterday? Probably dumbass males in oversized trucks trying to be macho. (saw one of those a couple hours ago.)*Not all women are dumbass, even if they drive trucks. Just so we are clear*",False,True,False,True,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200962,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@MaleWifeNo1 not to mention the blatant fat phobia and admittance to eating plain roasted chicken... sheesh,@MaleWifeNo1 not to mention the blatant fat phobia and admittance to eating plain roasted chicken... sheesh,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
201153,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@EduWaltzChuka It’s her prerogative how she spends her money. It’s difficult for a woman to assume responsibility for you financially.,@EduWaltzChuka It’s his prerogative how he spends his money. It’s difficult for a man to assume responsibility for you financially.,False,True,True,False,False,True,ambiguous 'her' -> 'his' (POS heuristic); ambiguous 'her' -> 'his' (POS heuristic),4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
203084,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@Brezia_Tomson @missy_steak Women have to still live with them… only men can understand their humor 🤣😃,@Brezia_Tomson @missy_steak Men have to still live with them… only women can understand their humor 🤣😃,False,True,True,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200248,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@AlexeiRomanov13 @MAIDENHEAD @theresamay @GBNEWS @RTUKnews It's centuries of white western androcentrism. Does this not make you pissed?,@AlexeiRomanov13 @MAIDENHEAD @theresamay @GBNEWS @RTUKnews It's centuries of white western androcentrism. Does this not make you pissed?,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
202342,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","@seulwiz Ariana uses the HS method of hinting she could be unlabled and everyone is obsessed with that. ""We have to normalise them not talking about their sexuality bc it normalises the community"" ok arinanaxstyles420 but hear me out some people are just straight.","@seulwiz Ariana uses the HS method of hinting he could be unlabled and everyone is obsessed with that. ""We have to normalise them not talking about their sexuality bc it normalises the community"" ok arinanaxstyles420 but hear me out some people are just straight.",False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202549,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.0, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.0}",Only spank women who ask to be.Consent... is sweeter. https://t.co/iuPrEeIF0c,Only spank men who ask to be.Consent... is sweeter. https://t.co/iuPrEeIF0c,False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200012,stereotyping_dominance,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",I actually had an email from Liz Truss today. She's living the dream. #everydaysexismhttps://t.co/W1YKdKhAu8,I actually had an email from Liz Truss today. He's living the dream. #everydaysexismhttps://t.co/W1YKdKhAu8,False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
